dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
pa,PA,34552-83-5,4.2913,4.2913,4.2913,ph1n1,pH1N1,4.2913,0.0,1,4.2913,4.2913,4.2913
pa,PA,110871-86-8,4.2908,4.2908,4.2908,ph1n1,pH1N1,4.2908,0.0,0,4.2908,4.2908,4.2908
pa,PA,26002-80-2,4.2865,4.2865,4.2865,ph1n1,pH1N1,4.2865,0.0,0,4.2865,4.2865,4.2865
pa,PA,908-54-3,4.2839,4.2839,4.2839,ph1n1,pH1N1,4.2839,0.0,0,4.2839,4.2839,4.2839
pa,PA,3424-98-4,4.2836,4.2836,4.2836,ph1n1,pH1N1,4.2836,0.0,0,4.2836,4.2836,4.2836
pa,PA,51-12-7,4.2833,4.2833,4.2833,ph1n1,pH1N1,4.2833,0.0,0,4.2833,4.2833,4.2833
pa,PA,4205-91-8,4.2824,4.2824,4.2824,ph1n1,pH1N1,4.2824,0.0,0,4.2824,4.2824,4.2824
pa,PA,73-31-4,4.279,4.279,4.279,ph1n1,pH1N1,4.279,0.0,0,4.279,4.279,4.279
pa,PA,127-79-7,4.2789,4.2789,4.2789,ph1n1,pH1N1,4.2789,0.0,1,4.2789,4.2789,4.2789
pa,PA,66215-27-8,4.2784,4.2784,4.2784,ph1n1,pH1N1,4.2784,0.0,0,4.2784,4.2784,4.2784
pa,PA,154229-18-2,4.2775,4.2775,4.2775,ph1n1,pH1N1,4.2775,0.0,0,4.2775,4.2775,4.2775
pa,PA,142340-99-6,4.2737,4.2737,4.2737,ph1n1,pH1N1,4.2737,0.0,1,4.2737,4.2737,4.2737
pa,PA,298-46-4,4.2736,4.2736,4.2736,ph1n1,pH1N1,4.2736,0.0,0,4.2736,4.2736,4.2736
pa,PA,149647-78-9,4.2723,4.2723,4.2723,ph1n1,pH1N1,4.2723,0.0,1,4.2723,4.2723,4.2723
pa,PA,82586-55-8,4.2703,4.2703,4.2703,ph1n1,pH1N1,4.2703,0.0,1,4.2703,4.2703,4.2703
pa,PA,322-79-2,4.2701,4.2701,4.2701,ph1n1,pH1N1,4.2701,0.0,0,4.2701,4.2701,4.2701
pa,PA,85650-52-8,4.2697,4.2697,4.2697,ph1n1,pH1N1,4.2697,0.0,0,4.2697,4.2697,4.2697
pa,PA,14807-96-6,4.2684,4.2684,4.2684,ph1n1,pH1N1,4.2684,0.0,0,4.2684,4.2684,4.2684
pa,PA,58186-27-9,4.2661,4.2661,4.2661,ph1n1,pH1N1,4.2661,0.0,0,4.2661,4.2661,4.2661
pa,PA,479-18-5,4.2659,4.2659,4.2659,ph1n1,pH1N1,4.2659,0.0,1,4.2659,4.2659,4.2659
pa,PA,6933-90-0,4.2654,4.2654,4.2654,ph1n1,pH1N1,4.2654,0.0,0,4.2654,4.2654,4.2654
pa,PA,51-30-9,4.265,4.265,4.265,ph1n1,pH1N1,4.265,0.0,0,4.265,4.265,4.265
pa,PA,123318-82-1,4.2642,4.2642,4.2642,ph1n1,pH1N1,4.2642,0.0,0,4.2642,4.2642,4.2642
pa,PA,129101-54-8,4.2634,4.2634,4.2634,ph1n1,pH1N1,4.2634,0.0,1,4.2634,4.2634,4.2634
pa,PA,405165-61-9,4.2634,4.2634,4.2634,ph1n1,pH1N1,4.2634,0.0,1,4.2634,4.2634,4.2634
pa,PA,72-80-0,4.2629,4.2629,4.2629,ph1n1,pH1N1,4.2629,0.0,0,4.2629,4.2629,4.2629
pa,PA,8068-28-8,4.2622,4.2622,4.2622,ph1n1,pH1N1,4.2622,0.0,0,4.2622,4.2622,4.2622
pa,PA,7279-75-6,4.2606,4.2606,4.2606,ph1n1,pH1N1,4.2606,0.0,1,4.2606,4.2606,4.2606
pa,PA,50-04-4,4.2589,4.2589,4.2589,ph1n1,pH1N1,4.2589,0.0,1,4.2589,4.2589,4.2589
pa,PA,3644-61-9,4.2588,4.2588,4.2588,ph1n1,pH1N1,4.2588,0.0,0,4.2588,4.2588,4.2588
pa,PA,83915-83-7,4.2559,4.2559,4.2559,ph1n1,pH1N1,4.2559,0.0,1,4.2559,4.2559,4.2559
pa,PA,66852-54-8,4.2525,4.2525,4.2525,ph1n1,pH1N1,4.2525,0.0,0,4.2525,4.2525,4.2525
pa,PA,3440-28-6,4.2521,4.2521,4.2521,ph1n1,pH1N1,4.2521,0.0,0,4.2521,4.2521,4.2521
pa,PA,122795-43-1,4.2519,4.2519,4.2519,ph1n1,pH1N1,4.2519,0.0,0,4.2519,4.2519,4.2519
pa,PA,5875-06-9,4.2515,4.2515,4.2515,ph1n1,pH1N1,4.2515,0.0,0,4.2515,4.2515,4.2515
pa,PA,362-07-2,4.2509,4.2509,4.2509,ph1n1,pH1N1,4.2509,0.0,0,4.2509,4.2509,4.2509
pa,PA,23239-51-2,4.2504,4.2504,4.2504,ph1n1,pH1N1,4.2504,0.0,0,4.2504,4.2504,4.2504
pa,PA,67-03-8,4.2488,4.2488,4.2488,ph1n1,pH1N1,4.2488,0.0,1,4.2488,4.2488,4.2488
pa,PA,26159-34-2,4.2472,4.2472,4.2472,ph1n1,pH1N1,4.2472,0.0,0,4.2472,4.2472,4.2472
pa,PA,320-67-2,4.2469,4.2469,4.2469,ph1n1,pH1N1,4.2469,0.0,0,4.2469,4.2469,4.2469
pa,PA,65899-73-2,4.2429,4.2429,4.2429,ph1n1,pH1N1,4.2429,0.0,0,4.2429,4.2429,4.2429
pa,PA,536-43-6,4.2421,4.2421,4.2421,ph1n1,pH1N1,4.2421,0.0,0,4.2421,4.2421,4.2421
pa,PA,125-51-9,4.2413,4.2413,4.2413,ph1n1,pH1N1,4.2413,0.0,0,4.2413,4.2413,4.2413
pa,PA,41621-49-2,4.2402,4.2402,4.2402,ph1n1,pH1N1,4.2402,0.0,0,4.2402,4.2402,4.2402
pa,PA,191732-72-6,4.2401,4.2401,4.2401,ph1n1,pH1N1,4.2401,0.0,0,4.2401,4.2401,4.2401
pa,PA,54573-75-0,4.2398,4.2398,4.2398,ph1n1,pH1N1,4.2398,0.0,0,4.2398,4.2398,4.2398
pa,PA,18883-66-4,4.2386,4.2386,4.2386,ph1n1,pH1N1,4.2386,0.0,0,4.2386,4.2386,4.2386
pa,PA,106308-44-5,4.2384,4.2384,4.2384,ph1n1,pH1N1,4.2384,0.0,1,4.2384,4.2384,4.2384
pa,PA,1070-11-7,4.2368,4.2368,4.2368,ph1n1,pH1N1,4.2368,0.0,1,4.2368,4.2368,4.2368
pa,PA,220620-09-7,4.234,4.234,4.234,ph1n1,pH1N1,4.234,0.0,1,4.234,4.234,4.234
pa,PA,61-80-3,4.234,4.234,4.234,ph1n1,pH1N1,4.234,0.0,0,4.234,4.234,4.234
pa,PA,83480-29-9,4.2315,4.2315,4.2315,ph1n1,pH1N1,4.2315,0.0,0,4.2315,4.2315,4.2315
pa,PA,7081-53-0,4.2298,4.2298,4.2298,ph1n1,pH1N1,4.2298,0.0,1,4.2298,4.2298,4.2298
pa,PA,114-80-7,4.2296,4.2296,4.2296,ph1n1,pH1N1,4.2296,0.0,0,4.2296,4.2296,4.2296
pa,PA,198480-56-7,4.2268,4.2268,4.2268,ph1n1,pH1N1,4.2268,0.0,1,4.2268,4.2268,4.2268
pa,PA,64-65-3,4.2261,4.2261,4.2261,ph1n1,pH1N1,4.2261,0.0,0,4.2261,4.2261,4.2261
pa,PA,21498-08-8,4.2251,4.2251,4.2251,ph1n1,pH1N1,4.2251,0.0,0,4.2251,4.2251,4.2251
pa,PA,84611-23-4,4.225,4.225,4.225,ph1n1,pH1N1,4.225,0.0,0,4.225,4.225,4.225
pa,PA,152520-56-4,4.2246,4.2246,4.2246,ph1n1,pH1N1,4.2246,0.0,1,4.2246,4.2246,4.2246
pa,PA,73816-42-9,4.2236,4.2236,4.2236,ph1n1,pH1N1,4.2236,0.0,1,4.2236,4.2236,4.2236
pa,PA,36791-04-5,4.2176,4.2176,4.2176,ph1n1,pH1N1,4.2176,0.0,1,4.2176,4.2176,4.2176
pa,PA,58579-51-4,4.217,4.217,4.217,ph1n1,pH1N1,4.217,0.0,1,4.217,4.217,4.217
pa,PA,28657-80-9,4.2162,4.2162,4.2162,ph1n1,pH1N1,4.2162,0.0,1,4.2162,4.2162,4.2162
pa,PA,110221-44-8,4.2147,4.2147,4.2147,ph1n1,pH1N1,4.2147,0.0,0,4.2147,4.2147,4.2147
pa,PA,53716-50-0,4.2145,4.2145,4.2145,ph1n1,pH1N1,4.2145,0.0,0,4.2145,4.2145,4.2145
pa,PA,69975-86-6,4.2135,4.2135,4.2135,ph1n1,pH1N1,4.2135,0.0,0,4.2135,4.2135,4.2135
pa,PA,97-77-8,4.2121,4.2121,4.2121,ph1n1,pH1N1,4.2121,0.0,1,4.2121,4.2121,4.2121
pa,PA,161715-24-8,4.2079,4.2079,4.2079,ph1n1,pH1N1,4.2079,0.0,0,4.2079,4.2079,4.2079
pa,PA,22832-87-7,4.2072,4.2072,4.2072,ph1n1,pH1N1,4.2072,0.0,0,4.2072,4.2072,4.2072
pa,PA,24168-96-5,4.2072,4.2072,4.2072,ph1n1,pH1N1,4.2072,0.0,0,4.2072,4.2072,4.2072
pa,PA,13523-86-9,4.2067,4.2067,4.2067,ph1n1,pH1N1,4.2067,0.0,0,4.2067,4.2067,4.2067
pa,PA,51022-70-9,4.2052,4.2052,4.2052,ph1n1,pH1N1,4.2052,0.0,1,4.2052,4.2052,4.2052
pa,PA,659-18-7,4.1994,4.1994,4.1994,ph1n1,pH1N1,4.1994,0.0,0,4.1994,4.1994,4.1994
pa,PA,22232-54-8,4.1991,4.1991,4.1991,ph1n1,pH1N1,4.1991,0.0,0,4.1991,4.1991,4.1991
pa,PA,65-85-0,4.1989,4.1989,4.1989,ph1n1,pH1N1,4.1989,0.0,0,4.1989,4.1989,4.1989
pa,PA,18507-89-6,4.1985,4.1985,4.1985,ph1n1,pH1N1,4.1985,0.0,0,4.1985,4.1985,4.1985
pa,PA,5104-49-4,4.197,4.197,4.197,ph1n1,pH1N1,4.197,0.0,0,4.197,4.197,4.197
pa,PA,302-79-4,4.1951,4.1951,4.1951,ph1n1,pH1N1,4.1951,0.0,1,4.1951,4.1951,4.1951
pa,PA,4759-48-2,4.1951,4.1951,4.1951,ph1n1,pH1N1,4.1951,0.0,0,4.1951,4.1951,4.1951
pa,PA,118072-93-8,4.1899,4.1899,4.1899,ph1n1,pH1N1,4.1899,0.0,1,4.1899,4.1899,4.1899
pa,PA,50-27-1,4.189,4.189,4.189,ph1n1,pH1N1,4.189,0.0,1,4.189,4.189,4.189
pa,PA,5579-84-0,4.1874,4.1874,4.1874,ph1n1,pH1N1,4.1874,0.0,0,4.1874,4.1874,4.1874
pa,PA,51-74-1,4.1871,4.1871,4.1871,ph1n1,pH1N1,4.1871,0.0,0,4.1871,4.1871,4.1871
pa,PA,134678-17-4,4.1841,4.1841,4.1841,ph1n1,pH1N1,4.1841,0.0,0,4.1841,4.1841,4.1841
pa,PA,4291-63-8,4.1831,4.1831,4.1831,ph1n1,pH1N1,4.1831,0.0,0,4.1831,4.1831,4.1831
pa,PA,136-40-3,4.1828,4.1828,4.1828,ph1n1,pH1N1,4.1828,0.0,1,4.1828,4.1828,4.1828
pa,PA,315-30-0,4.182,4.182,4.182,ph1n1,pH1N1,4.182,0.0,0,4.182,4.182,4.182
pa,PA,50264-69-2,4.1778,4.1778,4.1778,ph1n1,pH1N1,4.1778,0.0,0,4.1778,4.1778,4.1778
pa,PA,17902-23-7,4.1776,4.1776,4.1776,ph1n1,pH1N1,4.1776,0.0,0,4.1776,4.1776,4.1776
pa,PA,161814-49-9,4.1772,4.1772,4.1772,ph1n1,pH1N1,4.1772,0.0,1,4.1772,4.1772,4.1772
pa,PA,879085-55-9,4.1761,4.1761,4.1761,ph1n1,pH1N1,4.1761,0.0,1,4.1761,4.1761,4.1761
pa,PA,118288-08-7,4.1737,4.1737,4.1737,ph1n1,pH1N1,4.1737,0.0,0,4.1737,4.1737,4.1737
pa,PA,15686-71-2,4.1727,4.1727,4.1727,ph1n1,pH1N1,4.1727,0.0,1,4.1727,4.1727,4.1727
pa,PA,3543-75-7,4.1723,4.1723,4.1723,ph1n1,pH1N1,4.1723,0.0,1,4.1723,4.1723,4.1723
pa,PA,125-33-7,4.1722,4.1722,4.1722,ph1n1,pH1N1,4.1722,0.0,0,4.1722,4.1722,4.1722
pa,PA,99592-39-9,4.1721,4.1721,4.1721,ph1n1,pH1N1,4.1721,0.0,1,4.1721,4.1721,4.1721
pa,PA,66085-59-4,4.1718,4.1718,4.1718,ph1n1,pH1N1,4.1718,0.0,1,4.1718,4.1718,4.1718
pa,PA,392-17-7,4.1711,4.1711,4.1711,ph1n1,pH1N1,4.1711,0.0,0,4.1711,4.1711,4.1711
pa,PA,1218-35-5,4.1705,4.1705,4.1705,ph1n1,pH1N1,4.1705,0.0,0,4.1705,4.1705,4.1705
pa,PA,17440-83-4,4.1705,4.1705,4.1705,ph1n1,pH1N1,4.1705,0.0,0,4.1705,4.1705,4.1705
pa,PA,78415-72-2,4.1665,4.1665,4.1665,ph1n1,pH1N1,4.1665,0.0,1,4.1665,4.1665,4.1665
pa,PA,74011-58-8,4.1664,4.1664,4.1664,ph1n1,pH1N1,4.1664,0.0,1,4.1664,4.1664,4.1664
pa,PA,376348-65-1,4.1661,4.1661,4.1661,ph1n1,pH1N1,4.1661,0.0,0,4.1661,4.1661,4.1661
pa,PA,63-45-6,4.1647,4.1647,4.1647,ph1n1,pH1N1,4.1647,0.0,1,4.1647,4.1647,4.1647
pa,PA,91374-20-8,4.1643,4.1643,4.1643,ph1n1,pH1N1,4.1643,0.0,1,4.1643,4.1643,4.1643
pa,PA,58-56-0,4.1642,4.1642,4.1642,ph1n1,pH1N1,4.1642,0.0,1,4.1642,4.1642,4.1642
pa,PA,64953-12-4,4.1634,4.1634,4.1634,ph1n1,pH1N1,4.1634,0.0,0,4.1634,4.1634,4.1634
pa,PA,146464-95-1,4.1558,4.1558,4.1558,ph1n1,pH1N1,4.1558,0.0,1,4.1558,4.1558,4.1558
pa,PA,69308-37-8,4.1534,4.1534,4.1534,ph1n1,pH1N1,4.1534,0.0,0,4.1534,4.1534,4.1534
pa,PA,145525-41-3,4.153,4.153,4.153,ph1n1,pH1N1,4.153,0.0,0,4.153,4.153,4.153
pa,PA,156-57-0,4.153,4.153,4.153,ph1n1,pH1N1,4.153,0.0,1,4.153,4.153,4.153
pa,PA,61-68-7,4.1493,4.1493,4.1493,ph1n1,pH1N1,4.1493,0.0,0,4.1493,4.1493,4.1493
pa,PA,60200-06-8,4.1491,4.1491,4.1491,ph1n1,pH1N1,4.1491,0.0,0,4.1491,4.1491,4.1491
pa,PA,91-64-5,4.1489,4.1489,4.1489,ph1n1,pH1N1,4.1489,0.0,0,4.1489,4.1489,4.1489
pa,PA,181695-72-7,4.1487,4.1487,4.1487,ph1n1,pH1N1,4.1487,0.0,0,4.1487,4.1487,4.1487
pa,PA,99614-01-4,4.1484,4.1484,4.1484,ph1n1,pH1N1,4.1484,0.0,0,4.1484,4.1484,4.1484
pa,PA,99614-02-5,4.1484,4.1484,4.1484,ph1n1,pH1N1,4.1484,0.0,1,4.1484,4.1484,4.1484
pa,PA,124-94-7,4.1483,4.1483,4.1483,ph1n1,pH1N1,4.1483,0.0,0,4.1483,4.1483,4.1483
pa,PA,50-24-8,4.1482,4.1482,4.1482,ph1n1,pH1N1,4.1482,0.0,0,4.1482,4.1482,4.1482
pa,PA,541-15-1,4.1472,4.1472,4.1472,ph1n1,pH1N1,4.1472,0.0,1,4.1472,4.1472,4.1472
pa,PA,74863-84-6,4.1468,4.1468,4.1468,ph1n1,pH1N1,4.1468,0.0,1,4.1468,4.1468,4.1468
pa,PA,78281-72-8,4.1466,4.1466,4.1466,ph1n1,pH1N1,4.1466,0.0,1,4.1466,4.1466,4.1466
pa,PA,22573-93-9,4.1435,4.1435,4.1435,ph1n1,pH1N1,4.1435,0.0,0,4.1435,4.1435,4.1435
pa,PA,4991-65-5,4.1435,4.1435,4.1435,ph1n1,pH1N1,4.1435,0.0,0,4.1435,4.1435,4.1435
pa,PA,83-43-2,4.1405,4.1405,4.1405,ph1n1,pH1N1,4.1405,0.0,1,4.1405,4.1405,4.1405
pa,PA,101827-46-7,4.1399,4.1399,4.1399,ph1n1,pH1N1,4.1399,0.0,1,4.1399,4.1399,4.1399
pa,PA,7481-89-2,4.1395,4.1395,4.1395,ph1n1,pH1N1,4.1395,0.0,0,4.1395,4.1395,4.1395
pa,PA,75607-67-9,4.1391,4.1391,4.1391,ph1n1,pH1N1,4.1391,0.0,1,4.1391,4.1391,4.1391
pa,PA,127-07-1,4.1389,4.1389,4.1389,ph1n1,pH1N1,4.1389,0.0,1,4.1389,4.1389,4.1389
pa,PA,121808-62-6,4.1385,4.1385,4.1385,ph1n1,pH1N1,4.1385,0.0,0,4.1385,4.1385,4.1385
pa,PA,132-17-2,4.137,4.137,4.137,ph1n1,pH1N1,4.137,0.0,1,4.137,4.137,4.137
pa,PA,39809-25-1,4.1357,4.1357,4.1357,ph1n1,pH1N1,4.1357,0.0,0,4.1357,4.1357,4.1357
pa,PA,23076-35-9,4.1355,4.1355,4.1355,ph1n1,pH1N1,4.1355,0.0,0,4.1355,4.1355,4.1355
pa,PA,58-93-5,4.1254,4.1254,4.1254,ph1n1,pH1N1,4.1254,0.0,0,4.1254,4.1254,4.1254
pa,PA,60-27-5,4.1254,4.1254,4.1254,ph1n1,pH1N1,4.1254,0.0,0,4.1254,4.1254,4.1254
pa,PA,329-98-6,4.1244,4.1244,4.1244,ph1n1,pH1N1,4.1244,0.0,0,4.1244,4.1244,4.1244
pa,PA,475207-59-1,4.1236,4.1236,4.1236,ph1n1,pH1N1,4.1236,0.0,1,4.1236,4.1236,4.1236
pa,PA,57248-88-1,4.122,4.122,4.122,ph1n1,pH1N1,4.122,0.0,1,4.122,4.122,4.122
pa,PA,59263-76-2,4.1205,4.1205,4.1205,ph1n1,pH1N1,4.1205,0.0,0,4.1205,4.1205,4.1205
pa,PA,5534/9/8,4.1185,4.1185,4.1185,ph1n1,pH1N1,4.1185,0.0,0,4.1185,4.1185,4.1185
pa,PA,143491-57-0,4.1171,4.1171,4.1171,ph1n1,pH1N1,4.1171,0.0,0,4.1171,4.1171,4.1171
pa,PA,873054-44-5,4.1135,4.1135,4.1135,ph1n1,pH1N1,4.1135,0.0,0,4.1135,4.1135,4.1135
pa,PA,72432-10-1,4.1132,4.1132,4.1132,ph1n1,pH1N1,4.1132,0.0,0,4.1132,4.1132,4.1132
pa,PA,53716-49-7,4.1131,4.1131,4.1131,ph1n1,pH1N1,4.1131,0.0,0,4.1131,4.1131,4.1131
pa,PA,23541-50-6,4.1118,4.1118,4.1118,ph1n1,pH1N1,4.1118,0.0,0,4.1118,4.1118,4.1118
pa,PA,10347-81-6,4.1117,4.1117,4.1117,ph1n1,pH1N1,4.1117,0.0,0,4.1117,4.1117,4.1117
pa,PA,56-04-2,4.1112,4.1112,4.1112,ph1n1,pH1N1,4.1112,0.0,0,4.1112,4.1112,4.1112
pa,PA,446-72-0,4.1106,4.1106,4.1106,ph1n1,pH1N1,4.1106,0.0,0,4.1106,4.1106,4.1106
pa,PA,74711-43-6,4.1098,4.1098,4.1098,ph1n1,pH1N1,4.1098,0.0,0,4.1098,4.1098,4.1098
pa,PA,85650-56-2,4.1065,4.1065,4.1065,ph1n1,pH1N1,4.1065,0.0,1,4.1065,4.1065,4.1065
pa,PA,136572-09-3,4.1043,4.1043,4.1043,ph1n1,pH1N1,4.1043,0.0,1,4.1043,4.1043,4.1043
pa,PA,58-27-5,4.1043,4.1043,4.1043,ph1n1,pH1N1,4.1043,0.0,0,4.1043,4.1043,4.1043
pa,PA,2135-17-3,4.1038,4.1038,4.1038,ph1n1,pH1N1,4.1038,0.0,1,4.1038,4.1038,4.1038
pa,PA,73-24-5,4.1029,4.1029,4.1029,ph1n1,pH1N1,4.1029,0.0,0,4.1029,4.1029,4.1029
pa,PA,93-14-1,4.1011,4.1011,4.1011,ph1n1,pH1N1,4.1011,0.0,0,4.1011,4.1011,4.1011
pa,PA,86386-73-4,4.1006,4.1006,4.1006,ph1n1,pH1N1,4.1006,0.0,0,4.1006,4.1006,4.1006
pa,PA,111406-87-2,4.1002,4.1002,4.1002,ph1n1,pH1N1,4.1002,0.0,1,4.1002,4.1002,4.1002
pa,PA,4682-36-4,4.0986,4.0986,4.0986,ph1n1,pH1N1,4.0986,0.0,1,4.0986,4.0986,4.0986
pa,PA,69655-05-6,4.0918,4.0918,4.0918,ph1n1,pH1N1,4.0918,0.0,0,4.0918,4.0918,4.0918
pa,PA,32986-56-4,4.0898,4.0898,4.0898,ph1n1,pH1N1,4.0898,0.0,1,4.0898,4.0898,4.0898
pa,PA,863031-21-4,4.0874,4.0874,4.0874,ph1n1,pH1N1,4.0874,0.0,1,4.0874,4.0874,4.0874
pa,PA,501-36-0,4.0867,4.0867,4.0867,ph1n1,pH1N1,4.0867,0.0,0,4.0867,4.0867,4.0867
pa,PA,15307-81-0,4.0849,4.0849,4.0849,ph1n1,pH1N1,4.0849,0.0,1,4.0849,4.0849,4.0849
pa,PA,82159-09-9,4.0822,4.0822,4.0822,ph1n1,pH1N1,4.0822,0.0,0,4.0822,4.0822,4.0822
pa,PA,522-48-5,4.081,4.081,4.081,ph1n1,pH1N1,4.081,0.0,0,4.081,4.081,4.081
pa,PA,50679-08-8,4.0805,4.0805,4.0805,ph1n1,pH1N1,4.0805,0.0,0,4.0805,4.0805,4.0805
pa,PA,603-50-9,4.0787,4.0787,4.0787,ph1n1,pH1N1,4.0787,0.0,1,4.0787,4.0787,4.0787
pa,PA,50-65-7,4.0784,4.0784,4.0784,ph1n1,pH1N1,4.0784,0.0,0,4.0784,4.0784,4.0784
pa,PA,17692-31-8,4.0781,4.0781,4.0781,ph1n1,pH1N1,4.0781,0.0,0,4.0781,4.0781,4.0781
pa,PA,153-98-0,4.075,4.075,4.075,ph1n1,pH1N1,4.075,0.0,0,4.075,4.075,4.075
pa,PA,452-35-7,4.0747,4.0747,4.0747,ph1n1,pH1N1,4.0747,0.0,1,4.0747,4.0747,4.0747
pa,PA,7681-93-8,4.0746,4.0746,4.0746,ph1n1,pH1N1,4.0746,0.0,1,4.0746,4.0746,4.0746
pa,PA,56715-13-0,4.0739,4.0739,4.0739,ph1n1,pH1N1,4.0739,0.0,0,4.0739,4.0739,4.0739
pa,PA,3094-09-5,4.0738,4.0738,4.0738,ph1n1,pH1N1,4.0738,0.0,0,4.0738,4.0738,4.0738
pa,PA,58-14-0,4.0733,4.0733,4.0733,ph1n1,pH1N1,4.0733,0.0,0,4.0733,4.0733,4.0733
pa,PA,22254-24-6,4.0697,4.0697,4.0697,ph1n1,pH1N1,4.0697,0.0,1,4.0697,4.0697,4.0697
pa,PA,155-41-9,4.0679,4.0679,4.0679,ph1n1,pH1N1,4.0679,0.0,1,4.0679,4.0679,4.0679
pa,PA,15307-79-6,4.0651,4.0651,4.0651,ph1n1,pH1N1,4.0651,0.0,0,4.0651,4.0651,4.0651
pa,PA,30652-11-0,4.0622,4.0622,4.0622,ph1n1,pH1N1,4.0622,0.0,1,4.0622,4.0622,4.0622
pa,PA,50-91-9,4.0564,4.0564,4.0564,ph1n1,pH1N1,4.0564,0.0,1,4.0564,4.0564,4.0564
pa,PA,1084-65-7,4.0563,4.0563,4.0563,ph1n1,pH1N1,4.0563,0.0,0,4.0563,4.0563,4.0563
pa,PA,169590-42-5,4.0557,4.0557,4.0557,ph1n1,pH1N1,4.0557,0.0,1,4.0557,4.0557,4.0557
pa,PA,55-98-1,4.052,4.052,4.052,ph1n1,pH1N1,4.052,0.0,1,4.052,4.052,4.052
pa,PA,107868-30-4,4.0446,4.0446,4.0446,ph1n1,pH1N1,4.0446,0.0,0,4.0446,4.0446,4.0446
pa,PA,1407-03-0,4.0398,4.0398,4.0398,ph1n1,pH1N1,4.0398,0.0,0,4.0398,4.0398,4.0398
pa,PA,68291-97-4,4.0386,4.0386,4.0386,ph1n1,pH1N1,4.0386,0.0,1,4.0386,4.0386,4.0386
pa,PA,366-70-1,4.0384,4.0384,4.0384,ph1n1,pH1N1,4.0384,0.0,0,4.0384,4.0384,4.0384
pa,PA,3056-17-5,4.037,4.037,4.037,ph1n1,pH1N1,4.037,0.0,1,4.037,4.037,4.037
pa,PA,2016-88-8,4.036,4.036,4.036,ph1n1,pH1N1,4.036,0.0,0,4.036,4.036,4.036
pa,PA,95-25-0,4.0346,4.0346,4.0346,ph1n1,pH1N1,4.0346,0.0,1,4.0346,4.0346,4.0346
pa,PA,56180-94-0,4.034,4.034,4.034,ph1n1,pH1N1,4.034,0.0,1,4.034,4.034,4.034
pa,PA,128794-94-5,4.0333,4.0333,4.0333,ph1n1,pH1N1,4.0333,0.0,1,4.0333,4.0333,4.0333
pa,PA,98-96-4,4.0305,4.0305,4.0305,ph1n1,pH1N1,4.0305,0.0,0,4.0305,4.0305,4.0305
pa,PA,75706-12-6,4.027,4.027,4.027,ph1n1,pH1N1,4.027,0.0,1,4.027,4.027,4.027
pa,PA,10405-02-4,4.0266,4.0266,4.0266,ph1n1,pH1N1,4.0266,0.0,1,4.0266,4.0266,4.0266
pa,PA,103-84-4,4.0247,4.0247,4.0247,ph1n1,pH1N1,4.0247,0.0,0,4.0247,4.0247,4.0247
pa,PA,18010-40-7,4.0246,4.0246,4.0246,ph1n1,pH1N1,4.0246,0.0,1,4.0246,4.0246,4.0246
pa,PA,98-92-0,4.0198,4.0198,4.0198,ph1n1,pH1N1,4.0198,0.0,0,4.0198,4.0198,4.0198
pa,PA,1400-61-9,4.0191,4.0191,4.0191,ph1n1,pH1N1,4.0191,0.0,0,4.0191,4.0191,4.0191
pa,PA,78110-38-0,4.0151,4.0151,4.0151,ph1n1,pH1N1,4.0151,0.0,1,4.0151,4.0151,4.0151
pa,PA,79217-60-0,4.0148,4.0148,4.0148,ph1n1,pH1N1,4.0148,0.0,0,4.0148,4.0148,4.0148
pa,PA,56-85-9,4.0147,4.0147,4.0147,ph1n1,pH1N1,4.0147,0.0,1,4.0147,4.0147,4.0147
pa,PA,630-60-4,4.0131,4.0131,4.0131,ph1n1,pH1N1,4.0131,0.0,0,4.0131,4.0131,4.0131
pa,PA,61-16-5,4.0125,4.0125,4.0125,ph1n1,pH1N1,4.0125,0.0,1,4.0125,4.0125,4.0125
pa,PA,33342-05-1,4.0123,4.0123,4.0123,ph1n1,pH1N1,4.0123,0.0,0,4.0123,4.0123,4.0123
pa,PA,68-35-9,4.0123,4.0123,4.0123,ph1n1,pH1N1,4.0123,0.0,1,4.0123,4.0123,4.0123
pa,PA,33402-03-8,4.0112,4.0112,4.0112,ph1n1,pH1N1,4.0112,0.0,1,4.0112,4.0112,4.0112
pa,PA,30484-77-6,4.0105,4.0105,4.0105,ph1n1,pH1N1,4.0105,0.0,0,4.0105,4.0105,4.0105
pa,PA,39831-55-5,4.0098,4.0098,4.0098,ph1n1,pH1N1,4.0098,0.0,0,4.0098,4.0098,4.0098
pa,PA,121032-29-9,4.0085,4.0085,4.0085,ph1n1,pH1N1,4.0085,0.0,0,4.0085,4.0085,4.0085
pa,PA,113-92-8,4.0061,4.0061,4.0061,ph1n1,pH1N1,4.0061,0.0,1,4.0061,4.0061,4.0061
pa,PA,2922-28-3,4.0052,4.0052,4.0052,ph1n1,pH1N1,4.0052,0.0,0,4.0052,4.0052,4.0052
pa,PA,162011-90-7,4.0047,4.0047,4.0047,ph1n1,pH1N1,4.0047,0.0,1,4.0047,4.0047,4.0047
